id,sales
1,12.99892923
2,11.8347806
3,12.90820475
4,13.00328703
5,11.70049393
6,11.85373831
7,12.17030571
8,10.98993175
9,12.66938438
10,11.67541524
11,9.948105175
12,10.32741215
13,9.732922876
14,9.902582507
15,10.08095651
16,8.192812516
17,9.939228489
18,8.464528043
19,11.10008557
20,12.00494858
21,7.764780608
22,8.31950174
23,12.95550978
24,9.063601298
25,14.96582948
26,12.84460856
27,9.196442344
28,8.676147061
29,9.004204534
30,9.009714668
31,12.8034389
32,11.68408595
33,12.99672634
34,12.04502509
35,9.484805046
36,10.31132303
37,12.51251978
38,12.56989436
39,16.91319073
40,13.79359465
41,12.58429908
42,10.99071283
43,11.19198625
44,12.90069758
45,11.47027722
46,12.87943766
47,10.791231
48,13.41369082
49,10.96346086
50,12.11110161
51,9.346462158
52,10.56259187
53,9.135996818
54,11.63228575
55,10.51370248
56,9.591123409
57,8.532394025
58,11.79134985
59,11.44551339
60,13.34463556
61,11.14149395
62,10.4912104
63,11.17953765
64,11.01340364
65,12.51288704
66,14.55966333
67,14.03321258
68,17.47006855
69,13.7265354
70,14.07698616
71,15.66262953
72,12.54684687
73,13.7326135
74,14.63399367
75,12.02160631
76,17.02855997
77,13.71875381
78,13.82265508
79,12.17014562
80,14.78663537
81,14.1546395
82,20.18513472
83,14.70113664
84,17.32504202
85,15.29049737
86,16.44766404
87,18.23894318
88,18.46845558
89,17.7552984
90,15.07311045
91,14.81024311
92,13.40662892
93,16.47698302
94,18.19612937
95,18.52514352
96,19.5087595
97,15.22188723
98,19.32110077
99,20.40156897
100,18.18917311
101,18.58364835
102,20.31172432
103,17.01201551
104,19.43470431
105,15.35934635
106,16.43907448
107,15.92262806
108,18.69917665
109,18.84441908
110,22.22374421
111,15.82717119
112,12.88165502
113,16.42867356
114,18.60489149
115,19.19643843
116,19.69033922
117,18.78646134
118,14.88860002
119,12.51532288
120,14.04912092
121,15.65737039
122,20.06938432
123,20.76567734
124,18.40506999
125,13.54959194
126,15.61306412
127,16.7883041
128,19.97271303
129,18.19746942
130,17.20193175
131,15.11545337
132,14.3723301
133,13.41834985
134,13.25719526
135,13.17433274
136,15.73019239
137,16.6012698
138,14.2488082
139,12.99253024
140,14.36890972
141,17.30472674
142,17.80544365
143,17.02635089
144,19.76440198
145,20.38995543
146,19.25484189
147,20.35046242
148,18.78677198
149,14.93971008
150,21.6050438
151,23.20363116
152,23.30823221
153,12.81018828
154,13.74408485
155,13.72265314
156,20.76195245
157,22.48582557
158,21.88380781
159,19.80496989
160,18.81655053
161,18.69827058
162,21.0311566
163,14.88125291
164,22.15390726
165,22.26515373
166,30.48203616
167,21.10645645
168,18.38321276
169,20.96594479
170,20.78425827
171,22.31067331
172,23.04912258
173,21.42953842
174,17.39437656
175,20.47119186
176,19.32620308
177,22.46075315
178,21.2415178
179,21.76909799
180,21.69548063
181,19.3906954
182,21.92659984
183,20.70340348
184,21.17331713
185,18.72315097
186,20.23114805
187,21.09097471
188,22.86828521
189,19.1126643
190,16.81982862
191,20.86605042
192,19.49308812
193,21.37329514
194,28.65089993
195,21.95594543
196,21.95683155
197,16.61380819
198,22.24935796
199,25.12298985
200,22.5923262
201,25.20219854
202,19.55677176
203,15.9086608
204,17.85990707
205,21.33744908
206,23.70161258
207,25.11905393
208,23.54807626
209,19.80072802
210,17.03361851
211,21.49172452
212,23.21853879
213,26.70722403
214,19.25093515
215,22.58869397
216,16.38056652
217,23.93692119
218,21.70873969
219,20.73270296
220,20.53634174
221,22.20750578
222,22.42169336
223,18.89968233
224,13.98918418
225,20.06214017
226,18.90756218
227,19.98839842
228,19.91295801
229,22.14184586
230,15.91540836
231,14.49834516
232,17.84804289
233,20.65385304
234,18.58846872
235,24.42899638
236,22.07514438
237,15.2937177
238,16.00968597
239,18.4053847
240,19.32437938
241,18.28290001
242,18.512315
243,21.15723895
244,16.24295881
245,16.22585008
246,17.91899484
247,14.93935858
248,18.97031873
249,21.72175585
250,21.05811224
251,13.46683862
252,15.63632085
253,13.40640661
254,18.64402528
255,19.24424907
256,18.32106823
257,19.65409429
258,16.93032019
259,17.40308519
260,21.82541169
261,16.47386244
262,17.21710567
263,20.66191548
264,14.27650817
265,16.16764032
266,18.49451582
267,16.44038647
268,15.32119501
269,13.93725509
270,16.0571191
271,16.15354178
272,17.5432168
273,16.49491983
274,17.02114626
275,17.29911086
276,18.24087918
277,14.42851879
278,17.50414227
279,17.78019602
280,13.039566
281,12.29513927
282,13.97994573
283,15.50215556
284,15.61609777
285,17.87191466
286,14.9146726
287,14.76452992
288,15.25879243
289,18.00280249
290,15.6780068
291,15.15143295
292,17.56931107
293,16.93595073
294,15.17684523
295,13.46377485
296,12.06606468
297,13.79497047
298,18.09494505
299,20.7377079
300,13.91812212
301,12.48002498
302,15.97275173
303,17.63006099
304,18.41670163
305,18.27670435
306,16.54059027
307,15.25694582
308,17.04340445
309,19.40168758
310,19.89818271
311,19.28295748
312,21.39285308
313,18.38192244
314,15.93914414
315,18.91683666
316,17.44055246
317,18.47214823
318,18.97065178
319,17.59200443
320,19.46044093
321,16.52839481
322,18.20170806
323,17.94466409
324,12.77212895
325,16.95332981
326,14.85830879
327,19.6220105
328,18.9295357
329,17.81634283
330,18.55110565
331,19.73620102
332,19.49933854
333,25.10244445
334,21.72426059
335,18.92262275
336,20.47347788
337,21.35667476
338,16.30157188
339,17.44708166
340,22.06102119
341,15.44252254
342,11.85239237
343,15.99336416
344,9.394843895
345,12.44383479
346,12.64250936
347,14.25624805
348,14.93705024
349,10.60396737
350,12.94720577
351,8.458000881
352,9.614838879
353,12.73727795
354,14.36142278
355,13.45861144
356,12.88556914
357,9.154581903
358,15.14311632
359,8.681674818
360,12.41548221
361,12.32183203
362,11.87572541
363,11.00857294
364,13.36516458
365,9.758781737
366,14.64525847
367,15.7831068
368,14.25907218
369,13.92117053
370,10.13634506
371,14.36792319
372,10.80263287
373,13.53869251
374,13.57440689
375,17.22069267
376,15.72488184
377,13.4717985
378,11.94715543
379,13.49357834
380,16.32434391
381,13.61159344
382,16.13587157
383,13.6057638
384,13.30586893
385,14.34905549
386,13.89036356
387,15.43521603
388,17.13766467
389,14.87039904
390,13.50203892
391,10.83682661
392,10.66144704
393,16.42789719
394,15.96089822
395,16.01393882
396,17.6898982
397,13.96277866
398,10.33998173
399,9.045283395
400,12.21235984
401,13.55136573
402,17.14687983
403,13.91602383
404,14.71292419
405,12.83808967
406,12.00723498
407,16.97640811
408,14.41538946
409,15.77137449
410,16.30409622
411,17.11284513
412,11.7865048
413,11.58710262
414,11.89856094
415,19.1789101
416,18.61959564
417,17.60198116
418,13.83214248
419,12.50828273
420,11.72831499
421,15.05577372
422,17.39421918
423,14.69461605
424,14.99647542
425,14.03765818
426,11.32175009
427,13.88430903
428,14.67147541
429,13.00357539
430,16.90077507
431,18.83176783
432,14.90684263
433,14.46026262
434,13.78594292
435,17.11982402
436,19.20239002
437,19.58203885
438,15.46968057
439,19.38002242
440,18.1567028
441,17.89607224
442,21.08126223
443,18.80378547
444,19.41325988
445,21.81647097
446,25.25623722
447,20.36844718
448,16.41883595
449,19.72152704
450,19.06170775
451,18.15748844
452,18.18713511
453,19.77728217
454,9.79589806
455,15.42026439
456,17.08488982
457,15.98612739
458,15.70894182
459,16.98980059
460,16.53532027
461,17.73704764
462,18.63969376
463,14.59617864
464,17.68863498
465,18.58538582
466,21.39249555
467,22.9784104
468,19.68760736
469,19.5495656
470,20.4100742
471,19.41011239
472,21.26694329
473,19.52930932
474,21.50493764
475,20.72080639
476,20.56109896
477,18.12549532
478,17.61033092
479,20.68716192
480,21.64025964
481,20.55757044
482,17.57142311
483,14.96832902
484,17.76591213
485,21.28392009
486,20.73504428
487,19.98362546
488,19.56217397
489,17.45683151
490,18.89988128
491,16.51334394
492,21.23510795
493,19.07201472
494,20.57962923
495,20.57227754
496,21.28698604
497,19.02272259
498,19.94674442
499,17.32515821
500,19.51536969
501,19.1293269
502,23.32492605
503,21.0496124
504,21.29528112
505,21.03286249
506,20.81643237
507,22.99690032
508,21.87971758
509,29.3735859
510,16.57802516
511,20.81808188
512,17.34628808
513,21.71135609
514,23.76451963
515,23.62149449
516,21.73498613
517,18.14204616
518,15.68183181
519,17.47119823
520,21.95758052
521,26.76649821
522,26.75259472
523,23.52530272
524,20.65509275
525,22.49026575
526,19.61851517
527,22.7840311
528,23.30331202
529,25.41592668
530,26.19399709
531,21.8626519
532,19.62416979
533,24.65772429
534,23.5953038
535,25.10771007
536,26.49267631
537,29.13029584
538,27.46390541
539,27.83195809
540,21.19964366
541,22.16399202
542,21.10890599
543,26.26914372
544,32.34268368
545,21.21546684
546,21.60997679
547,20.06271946
548,21.15328694
549,27.11615039
550,28.78403551
551,20.61222999
552,21.09502911
553,19.48157438
554,24.04919039
555,25.62560286
556,26.88243055
557,25.09862914
558,28.18746693
559,20.00837855
560,24.16783609
561,25.21319083
562,22.09379764
563,23.99010488
564,22.97844015
565,25.0097696
566,23.00745055
567,23.23609286
568,21.63055774
569,25.24946627
570,25.33837691
571,27.77213004
572,26.04974556
573,25.19853682
574,25.47445433
575,19.79536674
